?MMA8452Q Test Code!
0.093,0.332,1.027,
0.088,0.321,0.876,
0.078,0.315,0.795,
0.074,0.303,0.712,
0.018,0.181,0.363,
-0.011,0.069,0.296,
-0.071,-0.027,0.345,
-0.081,0.000,0.390,
0.009,0.077,0.387,
0.111,0.168,0.373,
0.173,0.163,0.268,
0.166,0.067,0.191,
0.137,0.019,0.271,
0.115,-0.014,0.260,
0.130,-0.013,0.261,
0.163,-0.012,0.262,
0.158,0.006,0.315,
0.134,0.063,0.433,
0.100,0.086,0.572,
0.066,0.047,0.541,
0.043,0.041,0.669,
0.095,0.074,0.938,
0.067,0.211,1.201,
0.050,0.311,1.392,
0.101,0.452,1.303,
0.156,0.587,1.604,
0.383,0.554,1.902,
0.492,0.448,1.999,
0.479,0.237,1.999,
0.429,-0.048,1.736,
0.297,-0.664,1.239,
0.530,-0.264,0.857,
0.654,-0.223,1.113,
0.865,0.150,1.119,
1.005,0.167,1.306,
0.589,-0.375,1.238,
0.461,-0.636,1.062,
0.565,-0.462,0.701,
0.567,-0.306,0.683,
0.508,-0.220,0.740,
0.433,-0.231,0.661,
0.373,-0.320,0.646,
0.376,-0.364,0.621,
0.373,-0.332,0.777,
0.432,-0.302,1.059,
0.540,-0.220,1.274,
0.546,-0.271,1.309,
0.602,-0.265,1.464,
0.704,-0.153,1.703,
0.719,0.003,1.796,
0.643,0.001,1.746,
0.502,-0.126,1.697,
0.471,-0.079,1.745,
0.509,0.163,1.886,
0.407,0.344,1.645,
0.335,0.442,1.211,
0.292,0.362,0.739,
0.155,0.069,0.461,
0.026,-0.119,0.494,
-0.002,-0.177,0.521,
0.065,-0.013,0.548,
0.120,0.137,0.458,
0.138,0.162,0.334,
0.166,0.140,0.195,
0.144,0.029,0.081,
0.102,-0.045,0.123,
0.079,-0.060,0.162,
0.086,-0.032,0.168,
0.152,0.038,0.141,
0.167,0.032,0.139,
0.166,0.019,0.218,
0.102,-0.038,0.318,
0.034,-0.063,0.506,
0.071,-0.022,0.590,
0.105,0.050,0.698,
0.045,0.001,0.823,
0.100,0.122,1.036,
0.246,0.336,1.252,
0.379,0.507,1.610,
0.559,0.582,1.999,
0.608,0.502,1.999,
0.508,0.329,1.999,
0.597,0.067,1.780,
0.651,-0.069,1.329,
0.586,-0.288,1.321,
0.867,0.114,1.078,
0.867,0.206,1.109,
0.688,-0.180,1.144,
0.643,-0.165,1.069,
0.529,-0.361,1.134,
0.456,-0.414,0.980,
0.463,-0.372,0.793,
0.456,-0.324,0.589,
0.503,-0.212,0.655,
0.537,-0.201,0.630,
